kode_mk,nama_mk,prodi,prioritas,berminat,dosen_id,dosen_list,jenis,ruang,waktu
CIS62110,Perencanaan Strategis Sistem Informasi,Sistem Informasi,2,"Pengelola, Pengampu",47.0,['47.0'],reguler,F4.12,Jumat_15:20-16:10
CIS62112,Kecerdasan Bisnis dan Analitik,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",72.0,['72.0'],reguler,F4.12,Kamis_07:00-07:50
CIS62112,Kecerdasan Bisnis dan Analitik,Sistem Informasi,1,"Pengelola, Pengampu",94.0,['94.0'],reguler,F2.4,Senin_17:50-18:40
CIS62112,Kecerdasan Bisnis dan Analitik,Sistem Informasi,1,"Pengelola, Pengampu",102.0,['102.0'],reguler,F4.5,Kamis_11:10-12:00
CIS62112,Kecerdasan Bisnis dan Analitik,Sistem Informasi,1,Pengampu,87.0,['87.0'],reguler,F4.7,Selasa_12:00-12:50
CIS62113,Pola-Pola Perancangan,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",16.0,['16.0'],reguler,F4.2,Jumat_09:30-10:20
CIS62113,Pola-Pola Perancangan,Sistem Informasi,1,"Pengelola, Pengampu",4.0,['4.0'],reguler,F3.3,Kamis_17:50-18:40
CIS62113,Pola-Pola Perancangan,Sistem Informasi,1,Pengampu,37.0,['37.0'],reguler,F3.5a,Senin_09:30-10:20
CIS62113,Pola-Pola Perancangan,Sistem Informasi,1,Pengampu,76.0,['76.0'],reguler,F9.1,Senin_12:00-12:50
CIS62114,Pengembangan Aplikasi Mobile Lanjut,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",16.0,['16.0'],reguler,F4.3,Selasa_07:50-08:40
CIS62114,Pengembangan Aplikasi Mobile Lanjut,Sistem Informasi,1,Pengampu,60.0,['60.0'],reguler,F2.5,Rabu_07:50-08:40
CIS62114,Pengembangan Aplikasi Mobile Lanjut,Sistem Informasi,2,"Pengelola, Pengampu",47.0,['47.0'],reguler,F4.2,Rabu_11:10-12:00
CIS62114,Pengembangan Aplikasi Mobile Lanjut,Sistem Informasi,2,Pengampu,70.0,['70.0'],reguler,F2.1,Jumat_08:40-09:30
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",94.0,['94.0'],reguler,F4.13,Jumat_11:10-12:00
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,1,"Pengelola, Pengampu",62.0,['62.0'],reguler,F3.1,Jumat_17:00-17:50
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,1,Pengampu,6.0,['6.0'],reguler,F4.9,Senin_15:20-16:10
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,1,Pengampu,13.0,['13.0'],reguler,F11.3,Senin_13:40-14:30
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,1,Pengampu,22.0,['22.0'],reguler,F11.1,Senin_11:10-12:00
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,1,Pengampu,49.0,['49.0'],reguler,F4.13,Kamis_17:00-17:50
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,1,Pengampu,60.0,['60.0'],reguler,F11.1,Kamis_17:00-17:50
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,1,Pengampu,87.0,['87.0'],reguler,F3.15,Senin_11:10-12:00
CIS62115,Manajemen Investasi Teknologi Informasi,Sistem Informasi,2,Pengampu,53.0,['53.0'],reguler,F4.11,Senin_10:20-11:10
CIS62117,Manajemen Rantai Suplai,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",53.0,['53.0'],reguler,F4.13,Jumat_09:30-10:20
CIS62117,Manajemen Rantai Suplai,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",94.0,['94.0'],reguler,F9.1,Rabu_17:50-18:40
CIS62117,Manajemen Rantai Suplai,Sistem Informasi,1,"Pengelola, Pengampu",22.0,['22.0'],reguler,F2.1,Jumat_12:50-13:40
CIS62117,Manajemen Rantai Suplai,Sistem Informasi,1,"Pengelola, Pengampu",108.0,['108.0'],reguler,F4.12,Kamis_14:30-15:20
CIS62117,Manajemen Rantai Suplai,Sistem Informasi,1,Pengampu,Belum Ada Dosen,['Belum Ada Dosen'],reguler,F4.7,Senin_13:40-14:30
CIS62125,GeoInformasi Lanjut,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",11.0,['11.0'],reguler,F11.1,Rabu_09:30-10:20
