
--- Running Artificial Bee Colony Optimization with MLflow Logging ---
ABC Iteration 1/100 | Best Fitness: 21008 | Violations: 199
ABC Iteration 42/100 | Best Fitness: 18812 | Violations: 203
ABC Iteration 43/100 | Best Fitness: 18812 | Violations: 203
ABC Iteration 44/100 | Best Fitness: 18712 | Violations: 203
ABC Iteration 45/100 | Best Fitness: 18620 | Violations: 203
ABC Iteration 46/100 | Best Fitness: 18620 | Violations: 203
ABC Iteration 47/100 | Best Fitness: 18620 | Violations: 203
ABC Iteration 48/100 | Best Fitness: 18620 | Violations: 203
ABC Iteration 49/100 | Best Fitness: 18620 | Violations: 203
ABC Iteration 50/100 | Best Fitness: 18620 | Violations: 203
ABC Iteration 51/100 | Best Fitness: 18528 | Violations: 203
ABC Iteration 52/100 | Best Fitness: 18521 | Violations: 203
ABC Iteration 53/100 | Best Fitness: 18521 | Violations: 203
ABC Iteration 54/100 | Best Fitness: 18521 | Violations: 203
ABC Iteration 55/100 | Best Fitness: 18431 | Violations: 203
ABC Iteration 56/100 | Best Fitness: 18431 | Violations: 203
ABC Iteration 57/100 | Best Fitness: 18431 | Violations: 203
ABC Iteration 58/100 | Best Fitness: 18331 | Violations: 203
ABC Iteration 59/100 | Best Fitness: 18331 | Violations: 203
ABC Iteration 60/100 | Best Fitness: 18331 | Violations: 203
ABC Iteration 61/100 | Best Fitness: 18123 | Violations: 203
ABC Iteration 62/100 | Best Fitness: 18023 | Violations: 203
ABC Iteration 63/100 | Best Fitness: 17923 | Violations: 203
ABC Iteration 64/100 | Best Fitness: 17923 | Violations: 203
ABC Iteration 65/100 | Best Fitness: 17923 | Violations: 203
ABC Iteration 66/100 | Best Fitness: 17923 | Violations: 203
ABC Iteration 67/100 | Best Fitness: 17923 | Violations: 203
ABC Iteration 68/100 | Best Fitness: 17923 | Violations: 203
ABC Iteration 69/100 | Best Fitness: 17923 | Violations: 203
ABC Iteration 70/100 | Best Fitness: 17823 | Violations: 203
ABC Iteration 71/100 | Best Fitness: 17662 | Violations: 213
ABC Iteration 72/100 | Best Fitness: 17518 | Violations: 203
ABC Iteration 73/100 | Best Fitness: 17462 | Violations: 213
ABC Iteration 74/100 | Best Fitness: 17356 | Violations: 213
ABC Iteration 75/100 | Best Fitness: 17256 | Violations: 213
ABC Iteration 76/100 | Best Fitness: 17247 | Violations: 213
ABC Iteration 77/100 | Best Fitness: 17147 | Violations: 213
ABC Iteration 78/100 | Best Fitness: 17147 | Violations: 213
ABC Iteration 79/100 | Best Fitness: 17147 | Violations: 213
ABC Iteration 80/100 | Best Fitness: 17147 | Violations: 213
ABC Iteration 81/100 | Best Fitness: 17131 | Violations: 203
ABC Iteration 82/100 | Best Fitness: 16947 | Violations: 213
ABC Iteration 83/100 | Best Fitness: 16924 | Violations: 203
ABC Iteration 84/100 | Best Fitness: 16824 | Violations: 203
ABC Iteration 85/100 | Best Fitness: 16824 | Violations: 203
ABC Iteration 86/100 | Best Fitness: 16747 | Violations: 213
ABC Iteration 87/100 | Best Fitness: 16647 | Violations: 213
ABC Iteration 88/100 | Best Fitness: 16447 | Violations: 213
ABC Iteration 89/100 | Best Fitness: 16447 | Violations: 213
ABC Iteration 90/100 | Best Fitness: 16447 | Violations: 213
ABC Iteration 91/100 | Best Fitness: 16447 | Violations: 213
ABC Iteration 92/100 | Best Fitness: 16338 | Violations: 213
ABC Iteration 93/100 | Best Fitness: 16238 | Violations: 213
ABC Iteration 94/100 | Best Fitness: 16138 | Violations: 213
ABC Iteration 95/100 | Best Fitness: 16138 | Violations: 213
ABC Iteration 96/100 | Best Fitness: 16038 | Violations: 213
ABC Iteration 97/100 | Best Fitness: 15947 | Violations: 213
ABC Iteration 98/100 | Best Fitness: 15947 | Violations: 213
ABC Iteration 99/100 | Best Fitness: 15847 | Violations: 213
ABC Iteration 100/100 | Best Fitness: 15761 | Violations: 213

--- ABC Run Finished ---
Final Best Fitness: 15761
Final Hard Constraint Violations: 145
