
--- Running Artificial Bee Colony Optimization with MLflow Logging ---
ABC Iteration 1/100 | Best Fitness: 20630 | Violations: 194
ABC Iteration 49/100 | Best Fitness: 17836 | Violations: 194
ABC Iteration 50/100 | Best Fitness: 17536 | Violations: 194
ABC Iteration 51/100 | Best Fitness: 17536 | Violations: 194
ABC Iteration 52/100 | Best Fitness: 17536 | Violations: 194
ABC Iteration 53/100 | Best Fitness: 17436 | Violations: 194
ABC Iteration 54/100 | Best Fitness: 17436 | Violations: 194
ABC Iteration 55/100 | Best Fitness: 17436 | Violations: 194
ABC Iteration 56/100 | Best Fitness: 17436 | Violations: 194
ABC Iteration 57/100 | Best Fitness: 17230 | Violations: 194
ABC Iteration 58/100 | Best Fitness: 17228 | Violations: 194
ABC Iteration 59/100 | Best Fitness: 17228 | Violations: 194
ABC Iteration 60/100 | Best Fitness: 17126 | Violations: 194
ABC Iteration 61/100 | Best Fitness: 17126 | Violations: 194
ABC Iteration 62/100 | Best Fitness: 17126 | Violations: 194
ABC Iteration 63/100 | Best Fitness: 17126 | Violations: 194
ABC Iteration 64/100 | Best Fitness: 17126 | Violations: 194
ABC Iteration 65/100 | Best Fitness: 17126 | Violations: 194
ABC Iteration 66/100 | Best Fitness: 17033 | Violations: 194
ABC Iteration 67/100 | Best Fitness: 17033 | Violations: 194
ABC Iteration 68/100 | Best Fitness: 16933 | Violations: 194
ABC Iteration 69/100 | Best Fitness: 16839 | Violations: 194
ABC Iteration 70/100 | Best Fitness: 16839 | Violations: 194
ABC Iteration 71/100 | Best Fitness: 16543 | Violations: 194
ABC Iteration 72/100 | Best Fitness: 16535 | Violations: 194
ABC Iteration 73/100 | Best Fitness: 16435 | Violations: 194
ABC Iteration 74/100 | Best Fitness: 16435 | Violations: 194
ABC Iteration 75/100 | Best Fitness: 16335 | Violations: 194
ABC Iteration 76/100 | Best Fitness: 16335 | Violations: 194
ABC Iteration 77/100 | Best Fitness: 16335 | Violations: 194
ABC Iteration 78/100 | Best Fitness: 16335 | Violations: 194
ABC Iteration 79/100 | Best Fitness: 16335 | Violations: 194
ABC Iteration 80/100 | Best Fitness: 16335 | Violations: 194
ABC Iteration 81/100 | Best Fitness: 16142 | Violations: 194
ABC Iteration 82/100 | Best Fitness: 16142 | Violations: 194
ABC Iteration 83/100 | Best Fitness: 16040 | Violations: 194
ABC Iteration 84/100 | Best Fitness: 15940 | Violations: 194
ABC Iteration 85/100 | Best Fitness: 15840 | Violations: 194
ABC Iteration 86/100 | Best Fitness: 15840 | Violations: 194
ABC Iteration 87/100 | Best Fitness: 15840 | Violations: 194
ABC Iteration 88/100 | Best Fitness: 15840 | Violations: 194
ABC Iteration 89/100 | Best Fitness: 15840 | Violations: 194
ABC Iteration 90/100 | Best Fitness: 15840 | Violations: 194
ABC Iteration 91/100 | Best Fitness: 15840 | Violations: 194
ABC Iteration 92/100 | Best Fitness: 15642 | Violations: 194
ABC Iteration 93/100 | Best Fitness: 15142 | Violations: 194
ABC Iteration 94/100 | Best Fitness: 15142 | Violations: 194
ABC Iteration 95/100 | Best Fitness: 15142 | Violations: 194
ABC Iteration 96/100 | Best Fitness: 15042 | Violations: 194
ABC Iteration 97/100 | Best Fitness: 15042 | Violations: 194
ABC Iteration 98/100 | Best Fitness: 14842 | Violations: 194
ABC Iteration 99/100 | Best Fitness: 14742 | Violations: 194
ABC Iteration 100/100 | Best Fitness: 14742 | Violations: 194

--- ABC Run Finished ---
Final Best Fitness: 14742
Final Hard Constraint Violations: 135
